verbatimLocality,species,verbatimSex,wgt,datasetname,sex,occurrence_id,eventDate,decimalLongitude,decimalLatitude
8,DS,M,108.0,Ecological Archives E090-118-D1.,male,16057,1989-05-11,31.93788400000041,-109.08167999999641
8,DM,F,43.0,Ecological Archives E090-118-D1.,female,16058,1989-05-11,31.93788400000041,-109.08167999999641
8,DM,F,55.0,Ecological Archives E090-118-D1.,female,16059,1989-05-11,31.93788400000041,-109.08167999999641
4,DM,F,39.0,Ecological Archives E090-118-D1.,female,16060,1989-05-11,31.93889400000041,-109.0804089999964
3,,M,203.0,Ecological Archives E090-118-D1.,male,16061,1989-05-11,31.938896000000383,-109.0812079999964
9,SS,,,Ecological Archives E090-118-D1.,,16062,1989-05-11,31.93785900000038,-109.08090299999638
8,DM,M,26.0,Ecological Archives E090-118-D1.,male,16063,1989-05-11,31.93788400000041,-109.08167999999641
3,PE,F,32.0,Ecological Archives E090-118-D1.,female,16064,1989-05-11,31.938896000000383,-109.0812079999964
3,RM,F,10.0,Ecological Archives E090-118-D1.,female,16065,1989-05-11,31.938896000000383,-109.0812079999964
15,RM,M,11.0,Ecological Archives E090-118-D1.,male,16066,1989-05-11,31.937059000000463,-109.08103599999639
15,PE,M,15.0,Ecological Archives E090-118-D1.,male,16067,1989-05-11,31.937059000000463,-109.08103599999639
3,RM,M,9.0,Ecological Archives E090-118-D1.,male,16068,1989-05-11,31.938896000000383,-109.0812079999964
15,PE,F,25.0,Ecological Archives E090-118-D1.,female,16069,1989-05-11,31.937059000000463,-109.08103599999639
5,OL,M,36.0,Ecological Archives E090-118-D1.,male,16070,1989-05-11,31.93897000000045,-109.07960199999637
3,RM,F,6.0,Ecological Archives E090-118-D1.,female,16071,1989-05-11,31.938896000000383,-109.0812079999964
14,DM,M,29.0,Ecological Archives E090-118-D1.,male,16072,1989-05-11,31.937054000000455,-109.0818269999964
5,OT,F,29.0,Ecological Archives E090-118-D1.,female,16073,1989-05-11,31.93897000000045,-109.07960199999637
5,RM,M,10.0,Ecological Archives E090-118-D1.,male,16074,1989-05-11,31.93897000000045,-109.07960199999637
8,DM,M,45.0,Ecological Archives E090-118-D1.,male,16075,1989-05-11,31.93788400000041,-109.08167999999641
14,DM,M,44.0,Ecological Archives E090-118-D1.,male,16076,1989-05-11,31.937054000000455,-109.0818269999964
5,PE,F,26.0,Ecological Archives E090-118-D1.,female,16077,1989-05-11,31.93897000000045,-109.07960199999637
8,DM,M,47.0,Ecological Archives E090-118-D1.,male,16078,1989-05-11,31.93788400000041,-109.08167999999641
9,DM,F,43.0,Ecological Archives E090-118-D1.,female,16079,1989-05-11,31.93785900000038,-109.08090299999638
6,RF,F,10.0,Ecological Archives E090-118-D1.,female,16080,1989-05-11,31.939078000000418,-109.07883599999636
5,RM,F,11.0,Ecological Archives E090-118-D1.,female,16081,1989-05-11,31.93897000000045,-109.07960199999637
15,RM,F,10.0,Ecological Archives E090-118-D1.,female,16082,1989-05-11,31.937059000000463,-109.08103599999639
14,DM,F,35.0,Ecological Archives E090-118-D1.,female,16083,1989-05-11,31.937054000000455,-109.0818269999964
9,PE,M,16.0,Ecological Archives E090-118-D1.,male,16084,1989-05-11,31.93785900000038,-109.08090299999638
4,DM,M,34.0,Ecological Archives E090-118-D1.,male,16085,1989-05-11,31.93889400000041,-109.0804089999964
9,DM,M,48.0,Ecological Archives E090-118-D1.,male,16086,1989-05-11,31.93785900000038,-109.08090299999638
4,DM,F,40.0,Ecological Archives E090-118-D1.,female,16087,1989-05-11,31.93889400000041,-109.0804089999964
8,DM,M,48.0,Ecological Archives E090-118-D1.,male,16088,1989-05-11,31.93788400000041,-109.08167999999641
3,SH,F,42.0,Ecological Archives E090-118-D1.,female,16089,1989-05-11,31.938896000000383,-109.0812079999964
18,RF,M,11.0,Ecological Archives E090-118-D1.,male,16090,1989-06-03,31.937126000000415,-109.07863299999636
21,RM,F,13.0,Ecological Archives E090-118-D1.,female,16091,1989-06-03,31.93644800000045,-109.07939799999636
17,DM,F,41.0,Ecological Archives E090-118-D1.,female,16092,1989-06-03,31.93711700000044,-109.07941499999637
16,RM,F,8.0,Ecological Archives E090-118-D1.,female,16093,1989-06-03,31.937094000000414,-109.08024399999637
22,DM,F,52.0,Ecological Archives E090-118-D1.,female,16094,1989-06-03,31.93644100000043,-109.07860199999637
16,RM,F,8.0,Ecological Archives E090-118-D1.,female,16095,1989-06-03,31.937094000000414,-109.08024399999637
24,OT,F,26.0,Ecological Archives E090-118-D1.,female,16096,1989-06-03,31.93856000000045,-109.07773599999635
21,SH,M,45.0,Ecological Archives E090-118-D1.,male,16097,1989-06-03,31.93644800000045,-109.07939799999636
20,RM,M,9.0,Ecological Archives E090-118-D1.,male,16098,1989-06-03,31.936334000000446,-109.08019099999639
18,AH,,,Ecological Archives E090-118-D1.,,16099,1989-06-03,31.937126000000415,-109.07863299999636
24,,F,148.0,Ecological Archives E090-118-D1.,female,16100,1989-06-03,31.93856000000045,-109.07773599999635
20,PE,M,16.0,Ecological Archives E090-118-D1.,male,16101,1989-06-03,31.936334000000446,-109.08019099999639
21,RM,,,Ecological Archives E090-118-D1.,,16102,1989-06-03,31.93644800000045,-109.07939799999636
17,DO,F,49.0,Ecological Archives E090-118-D1.,female,16103,1989-06-03,31.93711700000044,-109.07941499999637
16,PE,M,21.0,Ecological Archives E090-118-D1.,male,16104,1989-06-03,31.937094000000414,-109.08024399999637
18,RM,F,9.0,Ecological Archives E090-118-D1.,female,16105,1989-06-03,31.937126000000415,-109.07863299999636
6,PM,M,18.0,Ecological Archives E090-118-D1.,male,16106,1989-06-03,31.939078000000418,-109.07883599999636
24,PE,M,21.0,Ecological Archives E090-118-D1.,male,16107,1989-06-03,31.93856000000045,-109.07773599999635
19,PM,M,20.0,Ecological Archives E090-118-D1.,male,16108,1989-06-03,31.937438000000434,-109.07791199999635
20,RM,M,10.0,Ecological Archives E090-118-D1.,male,16109,1989-06-03,31.936334000000446,-109.08019099999639
12,,F,57.0,Ecological Archives E090-118-D1.,female,16110,1989-06-03,31.938203000000424,-109.07851899999636
16,PE,F,,Ecological Archives E090-118-D1.,female,16111,1989-06-03,31.937094000000414,-109.08024399999637
12,,F,126.0,Ecological Archives E090-118-D1.,female,16112,1989-06-03,31.938203000000424,-109.07851899999636
16,RM,M,8.0,Ecological Archives E090-118-D1.,male,16113,1989-06-03,31.937094000000414,-109.08024399999637
1,DM,M,54.0,Ecological Archives E090-118-D1.,male,16114,1989-06-03,31.938851000000383,-109.08282899999641
20,RM,M,9.0,Ecological Archives E090-118-D1.,male,16115,1989-06-03,31.936334000000446,-109.08019099999639
23,RM,M,8.0,Ecological Archives E090-118-D1.,male,16116,1989-06-03,31.93676300000041,-109.07783799999636
21,SH,F,114.0,Ecological Archives E090-118-D1.,female,16117,1989-06-03,31.93644800000045,-109.07939799999636
17,RM,F,11.0,Ecological Archives E090-118-D1.,female,16118,1989-06-03,31.93711700000044,-109.07941499999637
1,DO,F,43.0,Ecological Archives E090-118-D1.,female,16119,1989-06-03,31.938851000000383,-109.08282899999641
16,RM,F,19.0,Ecological Archives E090-118-D1.,female,16120,1989-06-03,31.937094000000414,-109.08024399999637
21,,M,121.0,Ecological Archives E090-118-D1.,male,16121,1989-06-03,31.93644800000045,-109.07939799999636
18,AH,,,Ecological Archives E090-118-D1.,,16122,1989-06-03,31.937126000000415,-109.07863299999636
19,PE,F,18.0,Ecological Archives E090-118-D1.,female,16123,1989-06-03,31.937438000000434,-109.07791199999635
22,DM,F,46.0,Ecological Archives E090-118-D1.,female,16124,1989-06-03,31.93644100000043,-109.07860199999637
12,RF,F,12.0,Ecological Archives E090-118-D1.,female,16125,1989-06-03,31.938203000000424,-109.07851899999636
20,,F,178.0,Ecological Archives E090-118-D1.,female,16126,1989-06-03,31.936334000000446,-109.08019099999639
1,RM,F,10.0,Ecological Archives E090-118-D1.,female,16127,1989-06-03,31.938851000000383,-109.08282899999641
18,PM,F,18.0,Ecological Archives E090-118-D1.,female,16128,1989-06-03,31.937126000000415,-109.07863299999636
18,AH,,,Ecological Archives E090-118-D1.,,16129,1989-06-03,31.937126000000415,-109.07863299999636
22,DS,M,130.0,Ecological Archives E090-118-D1.,male,16130,1989-06-03,31.93644100000043,-109.07860199999637
17,RM,F,10.0,Ecological Archives E090-118-D1.,female,16131,1989-06-03,31.93711700000044,-109.07941499999637
6,RF,F,10.0,Ecological Archives E090-118-D1.,female,16132,1989-06-03,31.939078000000418,-109.07883599999636
17,DO,M,58.0,Ecological Archives E090-118-D1.,male,16133,1989-06-03,31.93711700000044,-109.07941499999637
17,RM,M,7.0,Ecological Archives E090-118-D1.,male,16134,1989-06-03,31.93711700000044,-109.07941499999637
1,DO,F,41.0,Ecological Archives E090-118-D1.,female,16135,1989-06-03,31.938851000000383,-109.08282899999641
20,DM,M,26.0,Ecological Archives E090-118-D1.,male,16136,1989-06-03,31.936334000000446,-109.08019099999639
18,RM,M,10.0,Ecological Archives E090-118-D1.,male,16137,1989-06-03,31.937126000000415,-109.07863299999636
16,RM,M,10.0,Ecological Archives E090-118-D1.,male,16138,1989-06-03,31.937094000000414,-109.08024399999637
19,PE,M,22.0,Ecological Archives E090-118-D1.,male,16139,1989-06-03,31.937438000000434,-109.07791199999635
17,SH,F,32.0,Ecological Archives E090-118-D1.,female,16140,1989-06-03,31.93711700000044,-109.07941499999637
18,PM,F,23.0,Ecological Archives E090-118-D1.,female,16141,1989-06-03,31.937126000000415,-109.07863299999636
22,PE,M,23.0,Ecological Archives E090-118-D1.,male,16142,1989-06-03,31.93644100000043,-109.07860199999637
21,RM,F,10.0,Ecological Archives E090-118-D1.,female,16143,1989-06-03,31.93644800000045,-109.07939799999636
12,DM,M,47.0,Ecological Archives E090-118-D1.,male,16144,1989-06-03,31.938203000000424,-109.07851899999636
20,RM,F,8.0,Ecological Archives E090-118-D1.,female,16145,1989-06-03,31.936334000000446,-109.08019099999639
24,RM,M,10.0,Ecological Archives E090-118-D1.,male,16146,1989-06-03,31.93856000000045,-109.07773599999635
20,OT,M,28.0,Ecological Archives E090-118-D1.,male,16147,1989-06-03,31.936334000000446,-109.08019099999639
1,PE,M,18.0,Ecological Archives E090-118-D1.,male,16148,1989-06-03,31.938851000000383,-109.08282899999641
22,PE,F,21.0,Ecological Archives E090-118-D1.,female,16149,1989-06-03,31.93644100000043,-109.07860199999637
20,OT,F,24.0,Ecological Archives E090-118-D1.,female,16150,1989-06-03,31.936334000000446,-109.08019099999639
19,PE,M,21.0,Ecological Archives E090-118-D1.,male,16151,1989-06-03,31.937438000000434,-109.07791199999635
24,,F,141.0,Ecological Archives E090-118-D1.,female,16152,1989-06-03,31.93856000000045,-109.07773599999635
19,SH,F,95.0,Ecological Archives E090-118-D1.,female,16153,1989-06-03,31.937438000000434,-109.07791199999635
22,DS,F,113.0,Ecological Archives E090-118-D1.,female,16154,1989-06-03,31.93644100000043,-109.07860199999637
20,RM,M,8.0,Ecological Archives E090-118-D1.,male,16155,1989-06-03,31.936334000000446,-109.08019099999639
17,RM,M,10.0,Ecological Archives E090-118-D1.,male,16156,1989-06-03,31.93711700000044,-109.07941499999637
4,DM,M,46.0,Ecological Archives E090-118-D1.,male,16157,1989-06-04,31.93889400000041,-109.0804089999964
7,RM,F,9.0,Ecological Archives E090-118-D1.,female,16158,1989-06-04,31.938113000000417,-109.0828159999964
3,SH,M,67.0,Ecological Archives E090-118-D1.,male,16159,1989-06-04,31.938896000000383,-109.0812079999964
3,RM,F,8.0,Ecological Archives E090-118-D1.,female,16160,1989-06-04,31.938896000000383,-109.0812079999964
4,SS,,,Ecological Archives E090-118-D1.,,16161,1989-06-04,31.93889400000041,-109.0804089999964
8,DM,M,34.0,Ecological Archives E090-118-D1.,male,16162,1989-06-04,31.93788400000041,-109.08167999999641
14,DM,M,51.0,Ecological Archives E090-118-D1.,male,16163,1989-06-04,31.937054000000455,-109.0818269999964
2,SS,,,Ecological Archives E090-118-D1.,,16164,1989-06-04,31.938887000000367,-109.0819749999964
3,SH,F,111.0,Ecological Archives E090-118-D1.,female,16165,1989-06-04,31.938896000000383,-109.0812079999964
13,RF,F,11.0,Ecological Archives E090-118-D1.,female,16166,1989-06-04,31.937028000000442,-109.0826129999964
9,PE,M,18.0,Ecological Archives E090-118-D1.,male,16167,1989-06-04,31.93785900000038,-109.08090299999638
3,SH,F,60.0,Ecological Archives E090-118-D1.,female,16168,1989-06-04,31.938896000000383,-109.0812079999964
2,DO,F,44.0,Ecological Archives E090-118-D1.,female,16169,1989-06-04,31.938887000000367,-109.0819749999964
4,DM,F,25.0,Ecological Archives E090-118-D1.,female,16170,1989-06-04,31.93889400000041,-109.0804089999964
8,DS,M,113.0,Ecological Archives E090-118-D1.,male,16171,1989-06-04,31.93788400000041,-109.08167999999641
10,RM,F,11.0,Ecological Archives E090-118-D1.,female,16172,1989-06-04,31.938017000000432,-109.08009099999637
11,DM,M,,Ecological Archives E090-118-D1.,male,16173,1989-06-04,31.938056000000422,-109.07930699999636
8,DM,F,41.0,Ecological Archives E090-118-D1.,female,16174,1989-06-04,31.93788400000041,-109.08167999999641
15,PE,M,20.0,Ecological Archives E090-118-D1.,male,16175,1989-06-04,31.937059000000463,-109.08103599999639
15,AH,,,Ecological Archives E090-118-D1.,,16176,1989-06-04,31.937059000000463,-109.08103599999639
9,OL,M,32.0,Ecological Archives E090-118-D1.,male,16177,1989-06-04,31.93785900000038,-109.08090299999638
15,PE,F,14.0,Ecological Archives E090-118-D1.,female,16178,1989-06-04,31.937059000000463,-109.08103599999639
3,RM,M,10.0,Ecological Archives E090-118-D1.,male,16179,1989-06-04,31.938896000000383,-109.0812079999964
13,RM,M,10.0,Ecological Archives E090-118-D1.,male,16180,1989-06-04,31.937028000000442,-109.0826129999964
3,RM,F,8.0,Ecological Archives E090-118-D1.,female,16181,1989-06-04,31.938896000000383,-109.0812079999964
4,DM,F,37.0,Ecological Archives E090-118-D1.,female,16182,1989-06-04,31.93889400000041,-109.0804089999964
2,DO,M,54.0,Ecological Archives E090-118-D1.,male,16183,1989-06-04,31.938887000000367,-109.0819749999964
15,PE,F,18.0,Ecological Archives E090-118-D1.,female,16184,1989-06-04,31.937059000000463,-109.08103599999639
15,AH,,,Ecological Archives E090-118-D1.,,16185,1989-06-04,31.937059000000463,-109.08103599999639
7,RM,M,12.0,Ecological Archives E090-118-D1.,male,16186,1989-06-04,31.938113000000417,-109.0828159999964
9,DM,F,49.0,Ecological Archives E090-118-D1.,female,16187,1989-06-04,31.93785900000038,-109.08090299999638
11,RM,M,10.0,Ecological Archives E090-118-D1.,male,16188,1989-06-04,31.938056000000422,-109.07930699999636
9,SS,,,Ecological Archives E090-118-D1.,,16189,1989-06-04,31.93785900000038,-109.08090299999638
5,RM,F,12.0,Ecological Archives E090-118-D1.,female,16190,1989-06-04,31.93897000000045,-109.07960199999637
14,DM,M,45.0,Ecological Archives E090-118-D1.,male,16191,1989-06-04,31.937054000000455,-109.0818269999964
9,DM,M,44.0,Ecological Archives E090-118-D1.,male,16192,1989-06-04,31.93785900000038,-109.08090299999638
14,,M,104.0,Ecological Archives E090-118-D1.,male,16193,1989-06-04,31.937054000000455,-109.0818269999964
8,DM,M,46.0,Ecological Archives E090-118-D1.,male,16194,1989-06-04,31.93788400000041,-109.08167999999641
4,DM,M,36.0,Ecological Archives E090-118-D1.,male,16195,1989-06-04,31.93889400000041,-109.0804089999964
9,OL,F,19.0,Ecological Archives E090-118-D1.,female,16196,1989-06-04,31.93785900000038,-109.08090299999638
8,DM,M,47.0,Ecological Archives E090-118-D1.,male,16197,1989-06-04,31.93788400000041,-109.08167999999641
15,RM,M,12.0,Ecological Archives E090-118-D1.,male,16198,1989-06-04,31.937059000000463,-109.08103599999639
5,PP,M,22.0,Ecological Archives E090-118-D1.,male,16199,1989-06-04,31.93897000000045,-109.07960199999637
3,RM,M,9.0,Ecological Archives E090-118-D1.,male,16200,1989-06-04,31.938896000000383,-109.0812079999964
13,PE,M,14.0,Ecological Archives E090-118-D1.,male,16201,1989-06-04,31.937028000000442,-109.0826129999964
8,DM,F,38.0,Ecological Archives E090-118-D1.,female,16202,1989-06-04,31.93788400000041,-109.08167999999641
14,PE,M,18.0,Ecological Archives E090-118-D1.,male,16203,1989-06-04,31.937054000000455,-109.0818269999964
4,DM,F,42.0,Ecological Archives E090-118-D1.,female,16204,1989-06-04,31.93889400000041,-109.0804089999964
14,DM,M,40.0,Ecological Archives E090-118-D1.,male,16205,1989-06-04,31.937054000000455,-109.0818269999964
7,PE,M,23.0,Ecological Archives E090-118-D1.,male,16206,1989-06-04,31.938113000000417,-109.0828159999964
4,DM,M,37.0,Ecological Archives E090-118-D1.,male,16207,1989-06-04,31.93889400000041,-109.0804089999964
5,OL,M,31.0,Ecological Archives E090-118-D1.,male,16208,1989-06-04,31.93897000000045,-109.07960199999637
9,DM,M,52.0,Ecological Archives E090-118-D1.,male,16209,1989-06-04,31.93785900000038,-109.08090299999638
8,DM,M,44.0,Ecological Archives E090-118-D1.,male,16210,1989-06-04,31.93788400000041,-109.08167999999641
15,RM,F,5.0,Ecological Archives E090-118-D1.,female,16211,1989-06-04,31.937059000000463,-109.08103599999639
13,PE,F,21.0,Ecological Archives E090-118-D1.,female,16212,1989-06-04,31.937028000000442,-109.0826129999964
5,PE,M,21.0,Ecological Archives E090-118-D1.,male,16213,1989-06-04,31.93897000000045,-109.07960199999637
11,DM,M,45.0,Ecological Archives E090-118-D1.,male,16214,1989-06-04,31.938056000000422,-109.07930699999636
10,RM,M,11.0,Ecological Archives E090-118-D1.,male,16215,1989-06-04,31.938017000000432,-109.08009099999637
21,RM,,,Ecological Archives E090-118-D1.,,16216,1989-07-03,31.93644800000045,-109.07939799999636
7,RM,M,10.0,Ecological Archives E090-118-D1.,male,16217,1989-07-03,31.938113000000417,-109.0828159999964
7,PE,M,20.0,Ecological Archives E090-118-D1.,male,16218,1989-07-03,31.938113000000417,-109.0828159999964
1,SS,,,Ecological Archives E090-118-D1.,,16219,1989-07-03,31.938851000000383,-109.08282899999641
12,RF,M,15.0,Ecological Archives E090-118-D1.,male,16220,1989-07-03,31.938203000000424,-109.07851899999636
17,DO,F,47.0,Ecological Archives E090-118-D1.,female,16221,1989-07-03,31.93711700000044,-109.07941499999637
21,SH,F,120.0,Ecological Archives E090-118-D1.,female,16222,1989-07-03,31.93644800000045,-109.07939799999636
24,,F,207.0,Ecological Archives E090-118-D1.,female,16223,1989-07-03,31.93856000000045,-109.07773599999635
7,RM,F,10.0,Ecological Archives E090-118-D1.,female,16224,1989-07-03,31.938113000000417,-109.0828159999964
12,,F,,Ecological Archives E090-118-D1.,female,16225,1989-07-03,31.938203000000424,-109.07851899999636
18,PM,F,15.0,Ecological Archives E090-118-D1.,female,16226,1989-07-03,31.937126000000415,-109.07863299999636
17,RM,F,11.0,Ecological Archives E090-118-D1.,female,16227,1989-07-03,31.93711700000044,-109.07941499999637
17,SS,,,Ecological Archives E090-118-D1.,,16228,1989-07-03,31.93711700000044,-109.07941499999637
21,SH,M,61.0,Ecological Archives E090-118-D1.,male,16229,1989-07-03,31.93644800000045,-109.07939799999636
7,RM,F,10.0,Ecological Archives E090-118-D1.,female,16230,1989-07-03,31.938113000000417,-109.0828159999964
7,AH,,,Ecological Archives E090-118-D1.,,16231,1989-07-03,31.938113000000417,-109.0828159999964
17,,M,84.0,Ecological Archives E090-118-D1.,male,16232,1989-07-03,31.93711700000044,-109.07941499999637
21,,M,145.0,Ecological Archives E090-118-D1.,male,16233,1989-07-03,31.93644800000045,-109.07939799999636
20,RF,F,11.0,Ecological Archives E090-118-D1.,female,16234,1989-07-03,31.936334000000446,-109.08019099999639
1,DM,M,42.0,Ecological Archives E090-118-D1.,male,16235,1989-07-03,31.938851000000383,-109.08282899999641
12,OX,M,20.0,Ecological Archives E090-118-D1.,male,16236,1989-07-03,31.938203000000424,-109.07851899999636
7,RM,,,Ecological Archives E090-118-D1.,,16237,1989-07-03,31.938113000000417,-109.0828159999964
20,RM,M,10.0,Ecological Archives E090-118-D1.,male,16238,1989-07-03,31.936334000000446,-109.08019099999639
19,SH,F,80.0,Ecological Archives E090-118-D1.,female,16239,1989-07-03,31.937438000000434,-109.07791199999635
17,RM,M,10.0,Ecological Archives E090-118-D1.,male,16240,1989-07-03,31.93711700000044,-109.07941499999637
12,AH,,,Ecological Archives E090-118-D1.,,16241,1989-07-03,31.938203000000424,-109.07851899999636
20,,M,131.0,Ecological Archives E090-118-D1.,male,16242,1989-07-03,31.936334000000446,-109.08019099999639
7,AH,,,Ecological Archives E090-118-D1.,,16243,1989-07-03,31.938113000000417,-109.0828159999964
6,RF,F,9.0,Ecological Archives E090-118-D1.,female,16244,1989-07-03,31.939078000000418,-109.07883599999636
12,DM,M,48.0,Ecological Archives E090-118-D1.,male,16245,1989-07-03,31.938203000000424,-109.07851899999636
23,RM,F,11.0,Ecological Archives E090-118-D1.,female,16246,1989-07-03,31.93676300000041,-109.07783799999636
22,DS,M,,Ecological Archives E090-118-D1.,male,16247,1989-07-03,31.93644100000043,-109.07860199999637
21,RM,F,9.0,Ecological Archives E090-118-D1.,female,16248,1989-07-03,31.93644800000045,-109.07939799999636
7,PE,F,24.0,Ecological Archives E090-118-D1.,female,16249,1989-07-03,31.938113000000417,-109.0828159999964
1,SS,,,Ecological Archives E090-118-D1.,,16250,1989-07-03,31.938851000000383,-109.08282899999641
22,DM,F,44.0,Ecological Archives E090-118-D1.,female,16251,1989-07-03,31.93644100000043,-109.07860199999637
23,RM,M,10.0,Ecological Archives E090-118-D1.,male,16252,1989-07-03,31.93676300000041,-109.07783799999636
18,PM,F,23.0,Ecological Archives E090-118-D1.,female,16253,1989-07-03,31.937126000000415,-109.07863299999636
17,,F,73.0,Ecological Archives E090-118-D1.,female,16254,1989-07-03,31.93711700000044,-109.07941499999637
1,DO,F,47.0,Ecological Archives E090-118-D1.,female,16255,1989-07-03,31.938851000000383,-109.08282899999641
22,DS,F,119.0,Ecological Archives E090-118-D1.,female,16256,1989-07-03,31.93644100000043,-109.07860199999637
1,OL,M,36.0,Ecological Archives E090-118-D1.,male,16257,1989-07-03,31.938851000000383,-109.08282899999641
1,SS,,,Ecological Archives E090-118-D1.,,16258,1989-07-03,31.938851000000383,-109.08282899999641
17,OT,M,22.0,Ecological Archives E090-118-D1.,male,16259,1989-07-03,31.93711700000044,-109.07941499999637
24,RM,M,9.0,Ecological Archives E090-118-D1.,male,16260,1989-07-03,31.93856000000045,-109.07773599999635
12,AH,,,Ecological Archives E090-118-D1.,,16261,1989-07-03,31.938203000000424,-109.07851899999636
21,,F,160.0,Ecological Archives E090-118-D1.,female,16262,1989-07-03,31.93644800000045,-109.07939799999636
24,SS,,,Ecological Archives E090-118-D1.,,16263,1989-07-03,31.93856000000045,-109.07773599999635
23,AH,,,Ecological Archives E090-118-D1.,,16264,1989-07-03,31.93676300000041,-109.07783799999636
12,RF,F,14.0,Ecological Archives E090-118-D1.,female,16265,1989-07-03,31.938203000000424,-109.07851899999636
22,PE,F,19.0,Ecological Archives E090-118-D1.,female,16266,1989-07-03,31.93644100000043,-109.07860199999637
18,RM,F,10.0,Ecological Archives E090-118-D1.,female,16267,1989-07-03,31.937126000000415,-109.07863299999636
20,DM,M,46.0,Ecological Archives E090-118-D1.,male,16268,1989-07-03,31.936334000000446,-109.08019099999639
19,PE,M,21.0,Ecological Archives E090-118-D1.,male,16269,1989-07-03,31.937438000000434,-109.07791199999635
17,SH,F,51.0,Ecological Archives E090-118-D1.,female,16270,1989-07-03,31.93711700000044,-109.07941499999637
24,,F,,Ecological Archives E090-118-D1.,female,16271,1989-07-03,31.93856000000045,-109.07773599999635
21,RM,F,10.0,Ecological Archives E090-118-D1.,female,16272,1989-07-03,31.93644800000045,-109.07939799999636
4,DM,F,43.0,Ecological Archives E090-118-D1.,female,16273,1989-07-04,31.93889400000041,-109.0804089999964
11,DM,F,30.0,Ecological Archives E090-118-D1.,female,16274,1989-07-04,31.938056000000422,-109.07930699999636
9,DM,M,46.0,Ecological Archives E090-118-D1.,male,16275,1989-07-04,31.93785900000038,-109.08090299999638
3,SH,F,105.0,Ecological Archives E090-118-D1.,female,16276,1989-07-04,31.938896000000383,-109.0812079999964
11,DO,F,52.0,Ecological Archives E090-118-D1.,female,16277,1989-07-04,31.938056000000422,-109.07930699999636
15,PE,M,16.0,Ecological Archives E090-118-D1.,male,16278,1989-07-04,31.937059000000463,-109.08103599999639
14,DM,M,44.0,Ecological Archives E090-118-D1.,male,16279,1989-07-04,31.937054000000455,-109.0818269999964
3,RM,F,9.0,Ecological Archives E090-118-D1.,female,16280,1989-07-04,31.938896000000383,-109.0812079999964
3,OT,M,23.0,Ecological Archives E090-118-D1.,male,16281,1989-07-04,31.938896000000383,-109.0812079999964
9,RM,F,9.0,Ecological Archives E090-118-D1.,female,16282,1989-07-04,31.93785900000038,-109.08090299999638
16,RM,F,8.0,Ecological Archives E090-118-D1.,female,16283,1989-07-04,31.937094000000414,-109.08024399999637
9,OT,M,25.0,Ecological Archives E090-118-D1.,male,16284,1989-07-04,31.93785900000038,-109.08090299999638
4,DM,F,23.0,Ecological Archives E090-118-D1.,female,16285,1989-07-04,31.93889400000041,-109.0804089999964
16,PE,F,22.0,Ecological Archives E090-118-D1.,female,16286,1989-07-04,31.937094000000414,-109.08024399999637
2,DO,F,43.0,Ecological Archives E090-118-D1.,female,16287,1989-07-04,31.938887000000367,-109.0819749999964
8,DS,M,102.0,Ecological Archives E090-118-D1.,male,16288,1989-07-04,31.93788400000041,-109.08167999999641
15,AH,,,Ecological Archives E090-118-D1.,,16289,1989-07-04,31.937059000000463,-109.08103599999639
8,DM,M,46.0,Ecological Archives E090-118-D1.,male,16290,1989-07-04,31.93788400000041,-109.08167999999641
8,DM,F,45.0,Ecological Archives E090-118-D1.,female,16291,1989-07-04,31.93788400000041,-109.08167999999641
14,DM,M,41.0,Ecological Archives E090-118-D1.,male,16292,1989-07-04,31.937054000000455,-109.0818269999964
2,DM,M,46.0,Ecological Archives E090-118-D1.,male,16293,1989-07-04,31.938887000000367,-109.0819749999964
16,PE,M,21.0,Ecological Archives E090-118-D1.,male,16294,1989-07-04,31.937094000000414,-109.08024399999637
8,AH,,,Ecological Archives E090-118-D1.,,16295,1989-07-04,31.93788400000041,-109.08167999999641
11,PP,M,16.0,Ecological Archives E090-118-D1.,male,16296,1989-07-04,31.938056000000422,-109.07930699999636
9,SS,,,Ecological Archives E090-118-D1.,,16297,1989-07-04,31.93785900000038,-109.08090299999638
14,SA,,,Ecological Archives E090-118-D1.,,16298,1989-07-04,31.937054000000455,-109.0818269999964
2,SH,M,82.0,Ecological Archives E090-118-D1.,male,16299,1989-07-04,31.938887000000367,-109.0819749999964
3,SS,,,Ecological Archives E090-118-D1.,,16300,1989-07-04,31.938896000000383,-109.0812079999964
5,RM,F,13.0,Ecological Archives E090-118-D1.,female,16301,1989-07-04,31.93897000000045,-109.07960199999637
9,DM,M,52.0,Ecological Archives E090-118-D1.,male,16302,1989-07-04,31.93785900000038,-109.08090299999638
9,DM,F,50.0,Ecological Archives E090-118-D1.,female,16303,1989-07-04,31.93785900000038,-109.08090299999638
3,PP,M,,Ecological Archives E090-118-D1.,male,16304,1989-07-04,31.938896000000383,-109.0812079999964
4,DM,F,42.0,Ecological Archives E090-118-D1.,female,16305,1989-07-04,31.93889400000041,-109.0804089999964
5,RM,F,10.0,Ecological Archives E090-118-D1.,female,16306,1989-07-04,31.93897000000045,-109.07960199999637
8,DM,F,32.0,Ecological Archives E090-118-D1.,female,16307,1989-07-04,31.93788400000041,-109.08167999999641
13,RM,M,10.0,Ecological Archives E090-118-D1.,male,16308,1989-07-04,31.937028000000442,-109.0826129999964
